# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.802758381903169,1.6,-89.76284187279619,0,3.0,2.363670672294134,180.0,0.0,0.0
 0.09656656541589768,1.8028162792908533,1.5860124674899858,-89.76284187279619,0.2896996962476931,3.0000000000000004,2.363670672294134,180.0,47.470247047744344,0.0
 0.13634494949189702,1.8033316948978984,1.572124762987765,-87.87455215354845,0.40903484847569105,2.999999999999999,2.387150034260854,180.0,62.35468088052546,0.0
 0.16674711964605368,1.8043009612656593,1.5583368047740944,-85.97883453551056,0.500241358938161,2.999999999999999,2.4032080528319546,180.0,74.3235046076769,0.0
 0.19229941378181367,1.8057204109354907,1.5446485111297297,-84.07969848457469,0.576898241345441,3.0,2.411653306838383,180.0,84.5140703438578,0.0
 0.2147631625798982,1.8075863764487465,1.531059800335426,-82.18119563846663,0.6442894877396945,2.9999999999999987,2.4124161251684644,180.0,93.36924631018084,0.0
 0.23504637232735906,1.809895190346782,1.5175705906719406,-80.28736763159489,0.7051391169820771,2.9999999999999987,2.405550189750901,180.0,101.10811072998145,0.0
 0.25369149761217824,1.8126431851709515,1.504180800420028,-78.40219423972302,0.7610744928365347,3.0000000000000044,2.391229547177916,180.0,107.85549775084202,1.6369510571166646e-12
 0.2710540872307501,1.8158266934626093,1.4908903478604452,-76.52954349416835,0.8131622616922504,3.000000000000006,2.3697412632095776,180.00000000000003,113.6917974756397,-1.7406181653682533e-12
 0.2873826020054945,1.8194420477631106,1.4776991512739475,-74.67312529932012,0.8621478060164836,3.0,2.3414742328509734,180.0,118.67578964454454,0.0
 0.3028590139996791,1.8234855806138097,1.4646071289412907,-72.83644988504595,0.9085770419990374,2.9999999999999964,2.3069048831047203,180.0,122.85621409712442,0.0
 0.3176214559547593,1.827953624556061,1.4516141991432308,-71.02279215561626,0.952864367864278,2.9999999999999964,2.266580656606708,180.0,126.27790762330731,0.0
 0.33177776806352927,1.8328425121312197,1.4387202801605241,-69.2351626828583,0.9953333041905879,3.000000000000004,2.221102233296581,180.0,128.9850320267904,0.0
 0.3454140551291533,1.8381485758806397,1.4259252902739263,-67.47628575897228,1.0362421653874598,2.999999999999992,2.171105434939604,180.0,131.02262850388226,2.1553999975808585e-12
 0.35860033584841816,1.8438681483456758,1.4132291477641927,-65.74858459894412,1.0758010075452544,3.0,2.117243673993379,180.00000000000003,132.43716852133957,-2.2214742881334655e-12
 0.37139441119838973,1.8499975620676832,1.4006317709120801,-64.05417348574522,1.114183233595169,2.9999999999999827,2.060171671472475,180.0,133.27649856842558,0.0
 0.3838445963686746,1.8565331495880157,1.3881330779983438,-62.39485639972112,1.1515337891060233,2.999999999999991,2.000530998076624,180.0,133.58943152900002,0.0
 0.39599170189626265,1.863471243448028,1.3757329873037398,-60.77213147756786,1.1879751056887875,2.9999999999999956,1.9389378089827418,180.0,133.42515314951336,0.0
 0.40787050382858464,1.8708081761890754,1.3634314171090245,-59.18720051051506,1.2236115114857535,3.000000000000005,1.8759729646582717,180.0,132.8325582821402,-2.4416535235976863e-12
 0.41951085703829216,1.8785402803525117,1.351228285694953,-57.64098261436189,1.258532571114876,2.999999999999995,1.8121745704362213,179.99999999999997,131.85959441180745,2.4870899641775445e-12
 0.43093855359924177,1.8866638884796918,1.3391235113422815,-56.13413118077386,1.2928156607977248,2.999999999999995,1.7480328362514554,180.0,130.5526628824456,0.0
 0.4421759953107243,1.8951753331119705,1.3271170123317662,-54.66705324135355,1.3265279859321726,3.0000000000000098,1.683987059662535,180.0,128.95610798786447,0.0
 0.4532427282511088,1.9040709467907022,1.3152087069441625,-53.23993043322048,1.3597281847533258,2.999999999999985,1.6204244691980008,180.0,126.8954254660843,0.0
 0.4641744824168928,1.9133470620572415,1.3033985134602266,-51.85274083726267,1.3877825350869366,2.566317345611365,1.5576806296799641,180.0,124.46435914654914,2.6253027395449606e-12
 0.47500055173159983,1.9230000114529429,1.2916863501607145,-50.50528105793154,1.4160835074954414,2.6141503056939075,1.4960411010862038,180.00000000000003,121.98372239731756,-2.650412323283573e-12
 0.48572405659185214,1.9330261275191614,1.280072135326382,-49.19718801793224,1.4455133750461633,2.744426186610542,1.4357440520901483,180.0,119.505777182874,-2.6760822709658823e-12
 0.49634469772040224,1.9434217427972509,1.2685557872379845,-47.927960045684465,1.4760336239053937,2.8736729251859177,1.3769835535359503,179.99999999999997,117.03841610516885,0.0
 0.5068624674754479,1.9541831898285666,1.2571372241762786,-46.69697693259507,1.5075869331705307,2.9999999999999893,1.3199133095228945,179.99999999999997,114.54012146346275,5.455450449549349e-12
 0.5172820321633654,1.965306801154463,1.24581636442202,-45.50351872764459,1.5388456272342832,3.0,1.2646506211999236,180.00000000000003,111.97959594250308,-2.7514079329003207e-12
 0.5276119105832637,1.9767889093162943,1.2345931262559644,-44.3467831160492,1.569835262493978,2.9999999999999893,1.211280416116353,180.0,109.37821065190474,0.0
 0.5378596721166348,1.9886258468554157,1.2234674279588678,-43.225901296341654,1.6005785470940912,3.0000000000000107,1.1598592126676415,180.0,106.75468647566562,0.0
 0.5480320496170824,2.0008139463131815,1.212439187811486,-42.139952325569254,1.6310956795954343,3.0000000000000218,1.110418922039964,180.0,104.1252810092012,0.0
 0.5581350367975839,2.013349540230946,1.2015083240945748,-41.08797594636717,1.6614046411369385,2.999999999999967,1.062970419279519,180.0,101.50398598428733,0.0
