# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 1.422314535654474,4.908129362877006,4.637344233824686,-4.038283755192642,3.4937204949713827,-2.9999999999998916,-0.023413502880875563,-104.34132470331221,-4.685219045801789,527.1800124630138
 1.4243617441719476,4.915257624112423,4.636839791512577,-4.047875375529436,3.4875788694189613,-3.0000000000002167,-0.02131662566228849,-103.26207729155607,-4.2579205072977295,527.5263855723138
 1.4264105307094277,4.922378746783457,4.636334764703754,-4.056598945742449,3.4814325098065213,-2.9999999999998916,-0.019201568978865397,-102.18128833462998,-3.8285061424052587,527.7391718296016
 1.428461088808496,4.9294933804762024,4.635829218342296,-4.064449520020091,3.4752808355093165,-2.9999999999997833,-0.01706996460383055,-101.09912850163914,-3.3973219855067938,527.8181998488018
 1.4305136133780987,4.936602174776751,4.635323217372284,-4.071422606866195,3.469123261800509,-2.9999999999998916,-0.014923478469662969,-100.01576867816607,-2.9647179061250415,527.7633834451851
 1.4325683007112777,4.9437057792711965,4.6348168267377945,-4.077514175194358,3.4629591998009723,-2.9999999999997837,-0.012763797082261507,-98.93137993928553,-2.531046929663621,527.5747220772547
 1.4346253485024656,4.950804843545629,4.634310111382909,-4.082720659690416,3.456788056427409,-2.999999999999892,-0.010592635122715648,-97.84613352254996,-2.0966647382819477,527.2523011741151
 1.4366849558653592,4.957900017186142,4.633803136251706,-4.087038965822901,3.4506092343387285,-2.999999999999892,-0.008411727371421582,-96.76020080094918,-1.6619289092282163,526.7962923504834
 1.4387473233513812,4.964991949778829,4.633295966288266,-4.090466473969373,3.4444221318806623,-3.0,-0.006222828339457578,-95.67375325584857,-1.2271983803255027,526.206953504897
 1.4408126529687493,4.972081290909781,4.632788666436667,-4.093001043130646,3.438226143028558,-3.0,-0.004027701225198332,-94.58696244990989,-0.7928327561935553,525.484628800945
 1.4428811482021688,4.979168690165092,4.632281301640988,-4.094641013907731,3.4320206573282994,-3.0,-0.0018281334143628084,-93.49999999999989,-0.35919163874496923,524.6297485345842
 1.4449530140331595,4.986254797130853,4.631773936845309,-4.095385210790824,3.425805059835328,-2.999999999999893,0.00037408195863501735,-92.41303755008988,0.0733659302817721,523.6428288824477
 1.4470284569610385,4.993340261393156,4.63126663699371,-4.095232943989674,3.4195787310516903,-3.000000000000107,0.0025771981831397956,-91.3262467441512,0.5044822081431174,522.5244715348726
 1.4491076850245765,5.000425732538097,4.63075946703027,-4.094184010424947,3.4133410468610763,-3.0,0.00477935847258453,-90.23979919905054,0.9338013709933778,521.2753632141739
 1.4511909078243361,5.007511860151764,4.630252491899067,-4.092238694118447,3.4070913784617978,-2.9999999999998934,0.006978799725512742,-89.15386647744981,1.3609701354566126,519.8962750754389
 1.453278336545725,5.014599293820252,4.629745776544182,-4.089397765968743,3.400829092297631,-3.0000000000001066,0.009173727483185514,-88.0686200607143,1.7856383895110934,518.3880619958206
 1.4553701839827697,5.021688683129653,4.629239385909692,-4.085662482880155,3.3945535499864965,-3.000000000000106,0.011362361668965964,-86.9842313218337,2.2074598770361926,516.7516617501493
 1.4574666645626366,5.0287806776660595,4.62873338493968,-4.081034586117113,3.388264108246896,-3.0,0.013542926579370805,-85.90087149836057,2.626092705867718,514.9880940753276
 1.4595679943709186,5.035875927015564,4.628227838578222,-4.075516299234962,3.38196011882205,-3.0000000000001057,0.01571366650459007,-84.81871166536979,3.0412000862200914,513.0984596264988
 1.4616743911777084,5.04297508076426,4.627722811769399,-4.069110325084538,3.3756409284016806,-2.9999999999998948,0.017872841335239788,-83.73792270844376,3.4524507964345426,511.08393882644447
